This RNA Expression meta-signature was derived from Illumina's BaseSpace Correlation Engine Meta-Analysis app. The analysis aggregated 15 Biosets for SARS day7 post-infection vs control Lung tissue experiments from ten independent studies (GSE40824, GSE40827, GSE49262, GSE49263, GSE50000, GSE50878, GSE51386, GSE51387, GSE64660, GSE68820) and two strains (SARS-CoV MA15, icSARS-CoV). For more go to https://github.com/BioinfoSolutions/Coronavirus_metadata.



The export table from the Meta-Analysis was transformed in the following ways to define this SARS-CoV day7 post-infection lung meta-signature. The bioset-specific gene scores were modified with fold change directionality, then the signed bioset-specific gene scores were averaged for each gene across all biosets for a signed overall score. The genes and scores were then imported using the Fold Change (+/- mode) option to use the directional values and rank."				
				
Gene	Specificity	Abs Score Sum	Score Sum	Score Ave
Ebna1bp2	8 out of 11	114.4873678	-90.09599354	-8.190544868
Usp46	8 out of 11	89.66305024	-89.66305024	-8.151186385
Eif2ak4	8 out of 11	89.63107821	-89.63107821	-8.148279837
Wdr35	8 out of 11	89.54956017	-89.54956017	-8.140869107
Zfp74	8 out of 11	89.39382854	-89.39382854	-8.126711685
Lmo7	11 out of 11	286.1916742	-89.33631296	-8.121482996
A_52_P477229	8 out of 11	89.01643773	-89.01643773	-8.09240343
Rpgr	8 out of 11	88.5742166	-88.5742166	-8.052201509
Rnf103	8 out of 11	88.00630592	-88.00630592	-8.000573266
Trio	8 out of 11	87.92887872	-87.92887872	-7.993534429
Mm.366341	8 out of 11	87.39463443	-87.39463443	-7.944966766
Ap4s1	8 out of 11	87.1955397	-87.1955397	-7.926867246
Rfk	8 out of 11	87.06644667	-87.06644667	-7.915131516
Srebf1	8 out of 11	86.23058335	-86.23058335	-7.839143941
C030006K11Rik	8 out of 11	85.37424999	-85.37424999	-7.761295454
Fam36a	8 out of 11	104.5643103	-84.65148858	-7.695589871
Erbb2	8 out of 11	84.58373832	-84.58373832	-7.689430756
Rala	8 out of 11	105.4859074	-84.38276157	-7.671160142
Map3k13	8 out of 11	83.4786042	-83.4786042	-7.588964018
Elavl1	8 out of 11	101.4195664	-82.21645707	-7.47422337
Zfp846	8 out of 11	107.5482176	-79.87153655	-7.261048778
Ube2k	9 out of 11	116.6884254	-79.29863585	-7.208966895
Ccdc75	9 out of 11	146.1058599	-78.7905754	-7.162779582
Tnrc6b	9 out of 11	103.9008841	-78.67924894	-7.152658995
Tjp2	9 out of 11	107.578208	-78.6306263	-7.148238755
Pcnxl4	9 out of 11	120.6288056	-78.12311477	-7.102101343
Lin7c	9 out of 11	97.90557383	-77.99913409	-7.090830372
4930520O04Rik	8 out of 11	105.7139503	-76.20036371	-6.927305792
Polr3g	8 out of 11	94.18725938	-75.44747256	-6.858861142
Exoc3	8 out of 11	91.27932422	-73.03457825	-6.639507114
Sod2	9 out of 11	165.5897417	-71.94469599	-6.540426908
Mef2a	8 out of 11	92.48624764	-69.93492647	-6.357720588
Endov	7 out of 11	115.5083557	-69.64764839	-6.331604399
Mapk8	8 out of 11	89.3709723	-67.56519203	-6.142290184
Stxbp5	9 out of 11	123.1333047	-63.39421769	-5.763110699
Arnt	8 out of 11	108.7757942	-60.92970638	-5.539064217
Pes1	7 out of 11	100.1590088	-57.64156713	-5.240142466
Zbtb46	7 out of 11	127.5945136	-57.44151724	-5.221956112
2810004N23Rik	8 out of 11	106.3906966	-53.77232384	-4.888393077
2510009E07Rik	9 out of 11	128.2611032	-52.25238003	-4.750216367
Zfp672	9 out of 11	124.1269989	-51.75364847	-4.704877134
Col12a1	7 out of 11	156.9285567	-51.43972189	-4.676338353
Cgn	8 out of 11	129.0168896	-50.73284341	-4.612076674
Mcl1	8 out of 11	89.18831655	-50.63174381	-4.602885801
Atf7ip	9 out of 11	132.9132075	-47.63177773	-4.330161612
Dph3	9 out of 11	111.0324442	-47.39808154	-4.308916504
Smad5	10 out of 11	119.0482244	-45.08091734	-4.098265213
Ptprr	8 out of 11	257.6191653	-42.24736215	-3.840669286
Ptprz1	8 out of 11	142.9536912	-40.01421311	-3.637655737
Pde1a	7 out of 11	144.0113457	-39.53864653	-3.594422412
Hnrnpa3	10 out of 11	200.9724547	-39.48662007	-3.589692734
Rprd1a	10 out of 11	172.6046357	-39.20538214	-3.564125649
Tcf25	10 out of 11	120.1493468	-36.29396285	-3.299451169
Snrpd3	8 out of 11	127.6485753	-34.95441041	-3.177673674
Cnih4	8 out of 11	114.7439696	-33.87671469	-3.079701335
Ip6k1	10 out of 11	118.288886	-33.82036503	-3.074578639
Rab11fip1	7 out of 11	110.976313	-32.92532178	-2.993211071
Srprb	9 out of 11	114.8850933	-31.17322731	-2.833929755
Slc4a8	10 out of 11	201.9612004	-30.48978256	-2.771798415
Mef2d	9 out of 11	106.1321389	-30.22861464	-2.748055876
Cald1	7 out of 11	98.20176728	-29.86852014	-2.715320013
Skap2	9 out of 11	119.0642467	-29.36118802	-2.669198911
Isoc1	8 out of 11	97.53254471	-26.46454672	-2.405867884
Prrc1	9 out of 11	105.6170704	-26.41033769	-2.40093979
Taf10	9 out of 11	101.4864977	-25.48057597	-2.316415998
Map3k9	8 out of 11	92.79305278	-25.17834513	-2.288940467
Smg6	9 out of 11	95.24866	-24.57977387	-2.234524897
2010204K13Rik	8 out of 11	98.88914005	-21.84119655	-1.985563323
2310022B05Rik	8 out of 11	125.3944766	-21.30266004	-1.936605458
Far1	9 out of 11	114.8422999	-20.37097049	-1.851906409
Nolc1	8 out of 11	106.8549972	-15.78463981	-1.434967256
Prr16	7 out of 11	127.6136026	-15.03252895	-1.366593541
Cds1	9 out of 11	134.1816333	-10.16357678	-0.923961526
Vps29	8 out of 11	92.6861925	-8.677877304	-0.788897937
Sema5a	8 out of 11	153.5526056	-7.597123309	-0.690647574
Msh6	8 out of 11	105.7010714	-7.114074781	-0.646734071
Chd6	10 out of 11	209.2633381	-5.630226132	-0.511838739
4933403F05Rik	8 out of 11	101.6738443	-5.061546318	-0.460140574
Seh1l	8 out of 11	93.68681314	-1.019882084	-0.092716553
Penk	8 out of 11	242.447124	-0.608966101	-0.055360555
			0	0
Vps37a	8 out of 11	86.31740983	1.591940522	0.144721866
Arid5b	9 out of 11	138.7426449	2.425102222	0.220463838
Tfdp2	7 out of 11	103.4615144	2.562247252	0.232931568
D930016D06Rik	8 out of 11	124.1099474	3.819870136	0.347260921
Ube2i	10 out of 11	123.8045035	5.495445896	0.499585991
Arpp19	10 out of 11	128.3798408	6.642252052	0.603841096
Sin3b	7 out of 11	96.97460179	8.07553898	0.734139907
Mtap6	7 out of 11	102.453607	8.091138639	0.735558058
Crk	10 out of 11	142.0584605	9.884674074	0.898606734
Arih1	9 out of 11	125.6375699	11.54118319	1.049198472
Ttc19	9 out of 11	109.6864319	13.4990271	1.227184282
Hmg20a	9 out of 11	156.8073319	15.87772217	1.443429288
Parva	9 out of 11	163.9433351	17.37188843	1.579262584
Zfp473	8 out of 11	103.9575993	18.30183269	1.663802972
Cast	9 out of 11	115.6535224	18.30324263	1.663931148
Arcn1	8 out of 11	107.0086796	18.37457616	1.670416015
Zfp106	9 out of 11	113.8260763	20.04426996	1.82220636
Tardbp	9 out of 11	117.8321522	22.33853924	2.030776295
Srsf7	7 out of 11	107.6823547	27.25875893	2.478068994
Syt10	7 out of 11	165.9549574	27.98784955	2.544349959
D5Ertd579e	7 out of 11	97.76825762	28.84576032	2.622341847
Emc8	8 out of 11	114.3659495	31.40294093	2.854812812
Srxn1	8 out of 11	143.2672419	34.08355534	3.098505031
Soat1	8 out of 11	99.6578021	34.91005816	3.173641651
2010109K11Rik	8 out of 11	96.33942463	36.07192128	3.279265571
Oplah	9 out of 11	166.7953755	38.88053676	3.534594251
Gnb1	8 out of 11	81.80079426	40.11562081	3.646874619
Slc30a7	9 out of 11	97.69471596	41.29870893	3.754428084
St7l	8 out of 11	124.253803	41.82100507	3.801909552
Zeb2	8 out of 11	111.0011994	43.14574441	3.922340401
Trip11	8 out of 11	85.73409832	45.30779967	4.118890879
Hspa4	10 out of 11	146.084881	45.40587289	4.127806626
Ube2d3	10 out of 11	139.8576992	45.54661437	4.140601306
4933433P14Rik	7 out of 11	104.4239693	45.7293491	4.157213555
Gmps	10 out of 11	140.1821268	45.86137445	4.169215859
Fxc1	10 out of 11	132.339748	46.25291938	4.204810853
Vps26b	9 out of 11	113.6075224	48.30330783	4.391209803
Ccnh	8 out of 11	89.47103402	49.54448722	4.504044292
Nmt2	9 out of 11	121.4755367	50.75051723	4.613683384
1810012P15Rik	10 out of 11	167.7140041	50.83202117	4.621092834
Osbpl3	9 out of 11	125.4502418	51.30161354	4.663783049
Dynll2	10 out of 11	147.3832894	52.67551968	4.788683607
Atg4b	9 out of 11	95.42858709	53.47995846	4.861814405
Erp44	8 out of 11	101.7683347	53.68093714	4.880085195
Syncrip	10 out of 11	147.2642798	54.40823652	4.94620332
Slc8a1	7 out of 11	98.12101833	55.12524482	5.011385892
Kazn	10 out of 11	201.5290605	55.24219847	5.022018043
5730455P16Rik	10 out of 11	140.5119066	55.61548582	5.055953256
Cyb5b	9 out of 11	129.5672001	56.03288148	5.093898317
Esrrg	8 out of 11	202.9638757	56.99054278	5.180958434
Apool	8 out of 11	98.26523756	57.219459	5.201769
F3	8 out of 11	238.0485008	57.57033741	5.233667037
Emilin2	7 out of 11	156.5091429	57.64509086	5.240462806
Trp53	7 out of 11	112.0282604	58.735058	5.339550727
D11Wsu99e	7 out of 11	98.35439659	59.29486901	5.390442637
Psip1	8 out of 11	86.07265946	60.17129187	5.470117443
Khdrbs3	7 out of 11	108.0938138	61.04525941	5.549569037
Stx16	9 out of 11	131.2661592	61.70772633	5.609793303
Fancg	9 out of 11	133.0991135	64.12512317	5.829556652
Tdeanc2	10 out of 11	130.4064699	64.98283117	5.907530107
Slirp	8 out of 11	119.4817413	66.40093111	6.036448283
Ms4a4d	8 out of 11	159.8362341	67.07014455	6.097285868
Vti1a	8 out of 11	86.96162273	68.11965035	6.192695487
Pank2	10 out of 11	149.2311303	68.37118199	6.215561999
Krt18	7 out of 11	111.6410373	68.44164169	6.221967427
Numa1	7 out of 11	164.2879198	69.25019649	6.295472408
Desi2	10 out of 11	135.1211966	70.97716314	6.452469376
Rac1	9 out of 11	111.4441318	71.41897401	6.492634001
Rps24	10 out of 11	144.3180228	72.30804131	6.573458301
Tmem248	10 out of 11	116.5883421	73.29820367	6.663473061
Usp15	8 out of 11	103.0593222	76.20077809	6.927343463
Atl3	9 out of 11	118.0441905	77.07412684	7.006738803
Ccdc167	10 out of 11	168.4710767	78.37081669	7.124619699
Tsc22d4	7 out of 11	102.7890119	78.88312455	7.171193141
Prmt3	8 out of 11	125.3681914	79.44496887	7.222269897
Tor1aip1	7 out of 11	107.2517253	79.45387127	7.223079207
Plekha8	8 out of 11	104.729432	79.64143588	7.240130534
Ndufa3	9 out of 11	104.5833954	80.29752148	7.29977468
H1fx	9 out of 11	188.7960185	83.30757687	7.573416079
Sdhaf2	9 out of 11	104.1839607	83.78383256	7.616712051
Dnm1l	8 out of 11	85.4351634	85.4351634	7.766833037
Nutf2	9 out of 11	106.2315158	85.82468522	7.802244111
Nudt21	11 out of 11	229.125996	86.99426234	7.908569304
Lsm6	8 out of 11	87.39306308	87.39306308	7.944823917
Nsf	8 out of 11	87.69714993	87.69714993	7.972468176
Bcl2l13	8 out of 11	87.76659805	87.76659805	7.978781641
Copg	9 out of 11	109.7899262	87.84470153	7.985881957
Mcm9	8 out of 11	88.22535169	88.22535169	8.020486517
Lonrf3	7 out of 11	139.6482296	88.45858216	8.041689287
Hivep3	10 out of 11	176.0699212	89.00210407	8.09110037
Pigs	8 out of 11	89.73863029	89.73863029	8.158057299
Ing5	9 out of 11	114.7239654	91.19942457	8.290856779
Pop7	8 out of 11	91.20369518	91.20369518	8.291245016
Papd4	8 out of 11	91.49877874	91.49877874	8.318070795
Impad1	10 out of 11	202.4500518	91.56004938	8.323640852
Adora3	7 out of 11	110.8312939	91.9893215	8.362665591
Aspn	9 out of 11	201.5358441	92.01650298	8.365136634
Arpc2	8 out of 11	92.30088883	92.30088883	8.390989894
Gemin8	8 out of 11	93.79634775	93.79634775	8.526940704
Bub3	8 out of 11	94.4583292	94.4583292	8.587120836
Myo9b	9 out of 11	95.17891856	95.17891856	8.65262896
Gm6807	8 out of 11	95.46304948	95.46304948	8.678459044
Ap1s1	8 out of 11	95.73419727	95.73419727	8.703108843
Psmc4	8 out of 11	95.96032561	95.96032561	8.723665965
Gm6987	7 out of 11	96.0408132	96.0408132	8.730983018
Zfp429	7 out of 11	96.11953608	96.11953608	8.738139644
Nfkbiz	7 out of 11	114.8082969	96.26047967	8.750952697
Nupl1	8 out of 11	96.3035009	96.3035009	8.754863719
Cep57l1	7 out of 11	96.33710112	96.33710112	8.757918283
Tbl2	8 out of 11	96.44076358	96.44076358	8.767342144
Adam10	8 out of 11	96.57798893	96.57798893	8.779817176
A_51_P295037	7 out of 11	96.73631171	96.73631171	8.794210155
Sec24a	7 out of 11	96.81513758	96.81513758	8.801376144
A_52_P36261	7 out of 11	96.96381339	96.96381339	8.814892127
Ap1g1	10 out of 11	117.8168978	97.11214961	8.828377238
Aen	7 out of 11	97.14964588	97.14964588	8.831785989
Vars	7 out of 11	97.21464741	97.21464741	8.837695219
Ptpn1	9 out of 11	97.25333901	97.25333901	8.841212638
Cercam	7 out of 11	97.26607811	97.26607811	8.842370738
Dis3	7 out of 11	97.45492148	97.45492148	8.859538316
Aars	8 out of 11	97.46250181	97.46250181	8.860227437
Tex10	8 out of 11	97.49722725	97.49722725	8.863384295
Apex1	7 out of 11	97.66249433	97.66249433	8.878408575
Bysl	7 out of 11	98.04038016	98.04038016	8.912761833
Metap1	8 out of 11	98.10231383	98.10231383	8.918392166
Cox10	7 out of 11	98.11673921	98.11673921	8.919703565
Rbfox2	7 out of 11	154.1999827	98.18218189	8.925652899
Ppp4c	8 out of 11	98.25451888	98.25451888	8.932228989
Wibg	7 out of 11	98.26712847	98.26712847	8.933375315
Ewsr1	9 out of 11	98.3945185	98.3945185	8.944956228
Arid3a	7 out of 11	98.51236813	98.51236813	8.95566983
Stk10	7 out of 11	122.203002	98.54029961	8.958209056
Psmd13	7 out of 11	98.65689304	98.65689304	8.968808458
Sec11c	7 out of 11	98.76926759	98.76926759	8.979024326
A_51_P402908	7 out of 11	99.04034575	99.04034575	9.003667795
Spon2	7 out of 11	224.8412456	99.08101119	9.007364654
Dusp11	8 out of 11	99.16427555	99.16427555	9.014934141
Etf1	7 out of 11	99.1667388	99.1667388	9.015158073
Cinp	7 out of 11	99.19808674	99.19808674	9.018007885
Mm.378119	7 out of 11	99.58716949	99.58716949	9.053379045
Prpf38a	8 out of 11	99.59748753	99.59748753	9.054317048
Katnb1	7 out of 11	99.63641306	99.63641306	9.057855733
Cep135	8 out of 11	99.90525082	99.90525082	9.082295529
Glmn	8 out of 11	100.3820373	100.3820373	9.125639758
Cflar	9 out of 11	151.8198767	100.4538113	9.132164662
A_52_P76196	8 out of 11	100.5751327	100.5751327	9.143193885
Rsl1d1	7 out of 11	100.5798434	100.5798434	9.143622131
1700084J12Rik	7 out of 11	100.7246753	100.7246753	9.156788668
Pinx1	7 out of 11	125.5630653	101.0328797	9.184807246
Dnajc3	7 out of 11	101.1183532	101.1183532	9.192577563
Cyb5r4	9 out of 11	101.1602198	101.1602198	9.196383614
Rnf114	8 out of 11	101.1759667	101.1759667	9.197815152
Rqcd1	9 out of 11	101.3097944	101.3097944	9.209981312
Uxt	8 out of 11	101.4352861	101.4352861	9.221389646
G3bp1	8 out of 11	101.6312509	101.6312509	9.239204627
Emilin1	7 out of 11	102.0308563	102.0308563	9.275532391
Rpa3	7 out of 11	102.093893	102.093893	9.281262997
Cmc1	7 out of 11	102.1443906	102.1443906	9.285853688
AK013113	7 out of 11	102.2140583	102.2140583	9.29218712
Rnaset2a	8 out of 11	102.253626	102.253626	9.295784179
Stam2	8 out of 11	102.3135225	102.3135225	9.301229319
Kars	7 out of 11	102.3535635	102.3535635	9.304869408
Cstf1	9 out of 11	102.3804091	102.3804091	9.307309919
Prkaa1	7 out of 11	102.4025186	102.4025186	9.309319877
Mrps22	7 out of 11	102.6362191	102.6362191	9.330565369
Sf3a1	8 out of 11	102.6871235	102.6871235	9.335193047
Spats2l	7 out of 11	102.7646461	102.7646461	9.342240551
Cs	8 out of 11	102.8717608	102.8717608	9.351978253
Polr1d	8 out of 11	102.9921986	102.9921986	9.362927143
Mrpl1	8 out of 11	103.1729729	103.1729729	9.379361169
4930471M23Rik	9 out of 11	103.2784347	103.2784347	9.388948608
Cerk	7 out of 11	103.2789858	103.2789858	9.388998707
Picalm	8 out of 11	103.3232403	103.3232403	9.393021844
Commd1	9 out of 11	103.5928978	103.5928978	9.417536161
Fes	7 out of 11	103.7041794	103.7041794	9.427652673
Dusp19	7 out of 11	103.8011061	103.8011061	9.436464188
Sap30bp	9 out of 11	103.813272	103.813272	9.437570183
Slc20a1	7 out of 11	103.838805	103.838805	9.439891361
Prmt6	7 out of 11	103.8434051	103.8434051	9.440309556
Hinfp	9 out of 11	103.8509991	103.8509991	9.44099992
A_52_P579258	8 out of 11	104.1828951	104.1828951	9.471172279
ENSMUST00000093326	8 out of 11	104.1915747	104.1915747	9.471961338
Pus1	8 out of 11	104.2291246	104.2291246	9.475374964
A_52_P665202	9 out of 11	104.3724202	104.3724202	9.488401833
A_52_P273438	7 out of 11	104.4414448	104.4414448	9.494676803
Pitpna	9 out of 11	104.5616916	104.5616916	9.505608324
Zbtb8os	9 out of 11	104.6461962	104.6461962	9.513290564
Slc25a40	7 out of 11	104.7065713	104.7065713	9.518779206
Mrps11	8 out of 11	104.7633107	104.7633107	9.523937335
Pfdn1	8 out of 11	104.7766812	104.7766812	9.525152838
Capza1	7 out of 11	104.8245484	104.8245484	9.529504404
Herc3	8 out of 11	104.9162215	104.9162215	9.537838314
Eif5a	7 out of 11	105.0932113	105.0932113	9.5539283
Asb2	7 out of 11	153.8738798	105.1134031	9.555763916
Ikzf2	8 out of 11	125.4098204	105.2982009	9.572563716
Tsta3	9 out of 11	105.3238286	105.3238286	9.57489351
Aimp2	8 out of 11	105.8125018	105.8125018	9.619318349
5830418K08Rik	7 out of 11	105.8395804	105.8395804	9.621780038
Capzb	8 out of 11	105.8410974	105.8410974	9.621917949
Hist2h2aa1	8 out of 11	105.8525768	105.8525768	9.622961526
Cox18	8 out of 11	105.9258685	105.9258685	9.629624406
Prdx4	9 out of 11	105.9527025	105.9527025	9.632063866
Snrnp40	9 out of 11	106.1159699	106.1159699	9.646906351
Nt5c	9 out of 11	106.1693949	106.1693949	9.651763174
Nol10	7 out of 11	106.2858593	106.2858593	9.662350846
Trerf1	7 out of 11	106.4247107	106.4247107	9.674973701
Nucks1	8 out of 11	106.4932147	106.4932147	9.681201335
Nme1	8 out of 11	106.5447077	106.5447077	9.685882521
Rab4b	9 out of 11	106.6233407	106.6233407	9.693030971
Zfp52	8 out of 11	106.6274928	106.6274928	9.69340844
Mrpl35	9 out of 11	133.2189959	106.7856475	9.70778614
4933408J17Rik	8 out of 11	106.8077027	106.8077027	9.709791151
Dda1	7 out of 11	107.0056731	107.0056731	9.727788466
Cep110	7 out of 11	107.0579632	107.0579632	9.732542107
Psmd12	8 out of 11	107.10349	107.10349	9.736680906
Ppic	8 out of 11	107.1132612	107.1132612	9.737569204
Dbnl	9 out of 11	107.1286544	107.1286544	9.738968586
Gabpa	8 out of 11	107.1881176	107.1881176	9.744374328
Slc9a7	8 out of 11	125.57774	107.3401812	9.758198288
Pms1	7 out of 11	107.3688606	107.3688606	9.760805507
Gm7241	9 out of 11	107.5927568	107.5927568	9.781159712
Tssc1	8 out of 11	107.7479862	107.7479862	9.795271473
Cyb561d2	9 out of 11	107.8238176	107.8238176	9.802165235
March5	8 out of 11	107.905522	107.905522	9.809592908
Slc9a3r1	7 out of 11	108.010154	108.010154	9.819104913
Rpsa	7 out of 11	108.0926903	108.0926903	9.826608212
Smchd1	8 out of 11	108.3758847	108.3758847	9.852353152
Ccdc109b	8 out of 11	108.439613	108.439613	9.858146636
Cenpj	8 out of 11	108.4645619	108.4645619	9.860414718
Naa20	8 out of 11	108.7559435	108.7559435	9.88690395
Abhd2	8 out of 11	109.0298917	109.0298917	9.911808337
Dgcr2	8 out of 11	109.1203408	109.1203408	9.92003098
Uchl5	8 out of 11	109.1682846	109.1682846	9.924389506
Hnrnpul1	8 out of 11	109.1857107	109.1857107	9.925973703
Usp38	9 out of 11	109.3655538	109.3655538	9.942323069
Lrrc8c	9 out of 11	109.3713796	109.3713796	9.942852693
Ldha	7 out of 11	109.6363982	109.6363982	9.966945293
Blvra	8 out of 11	109.6716439	109.6716439	9.970149441
Gstcd	9 out of 11	109.8592853	109.8592853	9.987207756
Mllt11	8 out of 11	110.0279891	110.0279891	10.00254446
Trim12c	8 out of 11	110.1809909	110.1809909	10.01645372
Rftn1	8 out of 11	110.2263416	110.2263416	10.02057651
Utp23	8 out of 11	110.3026794	110.3026794	10.02751631
Calu	7 out of 11	133.9373966	110.4397205	10.03997459
Ugcg	8 out of 11	110.6123928	110.6123928	10.05567207
Smc5	9 out of 11	110.6148534	110.6148534	10.05589576
Odf2	7 out of 11	110.6531074	110.6531074	10.0593734
Alg13	8 out of 11	110.666931	110.666931	10.06063009
Hdlbp	8 out of 11	144.5708275	111.1076571	10.1006961
Ptrh2	10 out of 11	129.764757	111.1351162	10.10319238
673433	7 out of 11	111.1607534	111.1607534	10.10552303
627520	7 out of 11	111.3162434	111.3162434	10.11965849
Cisd2	8 out of 11	111.5059545	111.5059545	10.13690496
Mm.437016	7 out of 11	111.6219028	111.6219028	10.14744571
Pa2g4	7 out of 11	111.6606875	111.6606875	10.15097159
2410001C21Rik	9 out of 11	111.9693862	111.9693862	10.17903511
Rap1b	9 out of 11	112.0426612	112.0426612	10.18569647
AI841821	7 out of 11	112.0986181	112.0986181	10.19078346
Gpr107	8 out of 11	112.1261231	112.1261231	10.19328391
Cpa2	7 out of 11	112.1712592	112.1712592	10.1973872
Dnajb11	9 out of 11	112.3334643	112.3334643	10.21213312
Eif2s3x	8 out of 11	112.4153203	112.4153203	10.21957458
Cmpk1	8 out of 11	112.5241793	112.5241793	10.22947085
Metrn	8 out of 11	112.5698583	112.5698583	10.23362348
Tbl1xr1	8 out of 11	112.5810687	112.5810687	10.23464261
Lrrc40	8 out of 11	112.7970799	112.7970799	10.25427999
Psapl1	7 out of 11	113.0031953	113.0031953	10.27301776
Dab2	8 out of 11	113.0464315	113.0464315	10.27694832
D1Bwg0212e	9 out of 11	113.1412327	113.1412327	10.28556661
Prelid1	7 out of 11	113.2592316	113.2592316	10.29629378
Pdik1l	9 out of 11	113.4728922	113.4728922	10.31571747
Ccdc93	7 out of 11	142.6627086	113.5971658	10.32701507
Suz12	9 out of 11	113.6786824	113.6786824	10.33442568
Ddx46	8 out of 11	113.7172963	113.7172963	10.33793602
Esyt1	7 out of 11	113.8537533	113.8537533	10.35034121
Ncoa3	8 out of 11	114.0142026	114.0142026	10.36492751
Larp7	10 out of 11	114.0254782	114.0254782	10.36595256
Tmem26	7 out of 11	114.0707401	114.0707401	10.37006728
Cep152	8 out of 11	114.145968	114.145968	10.37690618
Ly6a	7 out of 11	114.1804549	114.1804549	10.38004136
Cep76	9 out of 11	114.2488373	114.2488373	10.38625793
Cbl	8 out of 11	114.401443	114.401443	10.40013118
Arf6	8 out of 11	114.5840957	114.5840957	10.41673597
Hk1	8 out of 11	114.641416	114.641416	10.42194691
Nnmt	7 out of 11	215.6962912	114.732083	10.43018937
Ube2a	10 out of 11	139.0068321	114.9791137	10.4526467
Dcun1d5	9 out of 11	115.1209545	115.1209545	10.46554132
Riok3	8 out of 11	115.2213728	115.2213728	10.47467026
2310045N01Rik	8 out of 11	115.2463463	115.2463463	10.47694058
Rcan1	7 out of 11	115.391049	115.391049	10.49009537
Ppp2r3c	10 out of 11	115.4415969	115.4415969	10.49469062
Tma7	9 out of 11	115.6312186	115.6312186	10.51192897
Tram1	8 out of 11	115.8197002	115.8197002	10.52906365
Col4a1	8 out of 11	158.0193885	115.9219245	10.53835677
Trim14	9 out of 11	116.2192604	116.2192604	10.56538731
Slc11a2	7 out of 11	116.5054181	116.5054181	10.59140164
Rabepk	8 out of 11	116.6716059	116.6716059	10.60650963
Nubp2	9 out of 11	116.862965	116.862965	10.62390591
