This RNA Expression meta-signature was derived from Illumina's BaseSpace Correlation Engine Meta-Analysis app. The analysis aggregated 15 Biosets for SARS day7 post-infection vs control Lung tissue experiments from ten independent studies (GSE40824, GSE40827, GSE49262, GSE49263, GSE50000, GSE50878, GSE51386, GSE51387, GSE64660, GSE68820) and two strains (SARS-CoV MA15, icSARS-CoV). For more go to https://github.com/BioinfoSolutions/Coronavirus_metadata.



The export table from the Meta-Analysis was transformed in the following ways to define this SARS-CoV day7 post-infection lung meta-signature. The bioset-specific gene scores were modified with fold change directionality, then the signed bioset-specific gene scores were averaged for each gene across all biosets for a signed overall score. The genes and scores were then imported using the Fold Change (+/- mode) option to use the directional values and rank."				
				
Gene	Specificity	Abs Score Sum	Score Sum	Score Ave
Atad5	10 out of 11	375.3862212	375.3862212	34.12602011
H2-M2	11 out of 11	376.2108346	376.2108346	34.20098496
Cd68	9 out of 11	376.3577978	376.3577978	34.21434526
Gm8995	10 out of 11	376.8920308	376.8920308	34.26291189
Rfc3	11 out of 11	376.9522902	376.9522902	34.26839002
ENSMUSG00000076824	8 out of 11	377.4227343	377.4227343	34.31115767
Cd276	10 out of 11	377.6502825	377.6502825	34.33184386
Nckap1l	11 out of 11	377.6694805	377.6694805	34.33358914
Fam169b	9 out of 11	377.6747362	377.6747362	34.33406693
Eif2ak2	9 out of 11	378.7321161	378.7321161	34.43019237
Nfkbie	9 out of 11	379.5374178	379.5374178	34.50340162
Il10	8 out of 11	381.2757885	381.2757885	34.66143532
Pik3cd	10 out of 11	381.5945349	381.5945349	34.69041227
C1qtnf6	9 out of 11	381.9884696	381.9884696	34.72622451
Speer6-ps1	7 out of 11	382.5211475	382.5211475	34.77464977
Nfil3	9 out of 11	383.014329	383.014329	34.81948445
Apbb1ip	11 out of 11	383.1493229	383.1493229	34.83175662
Il2rg	10 out of 11	384.7148685	384.7148685	34.97407895
Wdr95	8 out of 11	385.5180711	385.5180711	35.04709738
Pcna	11 out of 11	385.5863621	385.5863621	35.05330564
Sct	9 out of 11	385.6871396	385.6871396	35.06246724
Tespa1	9 out of 11	385.8496944	385.8496944	35.07724494
Il4i1	10 out of 11	385.988734	385.988734	35.08988491
Tmem106a	10 out of 11	386.0324549	386.0324549	35.09385954
Fermt3	10 out of 11	386.5600258	386.5600258	35.14182053
Socs3	10 out of 11	387.0238864	387.0238864	35.18398968
Pld4	9 out of 11	387.4732722	387.4732722	35.22484293
Ctla4	8 out of 11	387.6154368	387.6154368	35.23776698
Samhd1	10 out of 11	388.0124342	388.0124342	35.27385765
Igh-VJ558	8 out of 11	481.8619028	388.1464604	35.28604185
Prex1	10 out of 11	388.3087994	388.3087994	35.30079995
Gmnn	10 out of 11	388.7713436	388.7713436	35.34284941
Il10ra	10 out of 11	389.3063032	389.3063032	35.39148211
Lilrb3	10 out of 11	389.4217749	389.4217749	35.40197954
Psmb9	10 out of 11	389.5724025	389.5724025	35.41567295
Glipr1	10 out of 11	389.8217575	389.8217575	35.4383416
Slc7a5	10 out of 11	390.002632	390.002632	35.45478473
Clec4b1	10 out of 11	390.0051442	390.0051442	35.45501311
Bean1	7 out of 11	391.0524306	391.0524306	35.55022097
Lacc1	10 out of 11	391.1091444	391.1091444	35.55537676
Sidt1	9 out of 11	391.5836129	391.5836129	35.59851027
Arid5a	9 out of 11	392.0555739	392.0555739	35.64141581
Rab3il1	10 out of 11	392.139412	392.139412	35.64903745
Slc39a14	8 out of 11	392.7271203	392.7271203	35.70246548
Cd69	9 out of 11	393.1348137	393.1348137	35.73952852
Gpr35	10 out of 11	393.3363173	393.3363173	35.75784703
Ctsk	8 out of 11	393.3444674	393.3444674	35.75858795
Klhl6	11 out of 11	393.5391401	393.5391401	35.77628546
Inhba	8 out of 11	480.72643	393.6586129	35.78714663
Prf1	10 out of 11	393.8948304	393.8948304	35.80862095
Oas1d	8 out of 11	394.448892	394.448892	35.85899018
Ddx39	11 out of 11	397.1913596	397.1913596	36.10830542
A630081D01Rik	11 out of 11	397.947039	397.947039	36.17700354
Recql4	11 out of 11	398.4064301	398.4064301	36.21876638
Parp9	10 out of 11	399.5399108	399.5399108	36.32181008
Tlr6	10 out of 11	399.814917	399.814917	36.34681064
3110003A17Rik	11 out of 11	400.1290212	400.1290212	36.37536556
Tmem48	10 out of 11	400.2980426	400.2980426	36.39073115
ENSMUSG00000071289	10 out of 11	400.9405799	400.9405799	36.44914362
Cysltr2	10 out of 11	401.0517644	401.0517644	36.45925131
Cd2	9 out of 11	401.6976214	401.6976214	36.51796558
Pik3r5	10 out of 11	401.9370532	401.9370532	36.53973211
Dock2	10 out of 11	402.0646879	402.0646879	36.55133527
Mb21d1	10 out of 11	402.1692449	402.1692449	36.56084045
9130206I24Rik	11 out of 11	402.820312	402.820312	36.62002836
Cyp7b1	10 out of 11	490.3761519	403.3083348	36.66439407
Fam71b	8 out of 11	403.4828076	403.4828076	36.68025524
Myo1f	10 out of 11	403.5148769	403.5148769	36.68317062
Fscn1	10 out of 11	403.7889487	403.7889487	36.70808625
Cmtm7	10 out of 11	403.9604768	403.9604768	36.72367971
Arg1	7 out of 11	496.1356979	404.0046138	36.72769217
Cdca7	11 out of 11	404.2455291	404.2455291	36.74959356
Dctpp1	11 out of 11	405.1654856	405.1654856	36.83322596
Cd180	10 out of 11	428.0017584	405.2922404	36.84474913
Mm.380833	10 out of 11	405.4095432	405.4095432	36.85541302
Mcm4	11 out of 11	405.4595861	405.4595861	36.85996237
Ikzf3	11 out of 11	405.5022835	405.5022835	36.86384395
Itgb6	10 out of 11	406.1068545	406.1068545	36.91880495
E2f1	10 out of 11	406.4332063	406.4332063	36.9484733
H2-K1	10 out of 11	406.7185422	406.7185422	36.97441292
Kremen2	10 out of 11	407.5008764	407.5008764	37.04553421
Gjb5	8 out of 11	407.5788214	407.5788214	37.05262013
Lgmn	10 out of 11	408.4929828	408.4929828	37.1357257
Ada	10 out of 11	409.1733347	409.1733347	37.19757588
Marcksl1	11 out of 11	409.34028	409.34028	37.21275273
Fgl2	10 out of 11	410.0087243	410.0087243	37.27352039
Lox	7 out of 11	410.7502066	410.7502066	37.34092787
Slc29a3	10 out of 11	411.4947257	411.4947257	37.40861143
Adora2a	10 out of 11	412.6497772	412.6497772	37.51361611
Syt12	9 out of 11	413.4819213	413.4819213	37.58926557
A_52_P533673	8 out of 11	413.9666304	413.9666304	37.63333003
Gimap9	11 out of 11	414.3844892	414.3844892	37.6713172
Cxcl3	8 out of 11	414.9620243	414.9620243	37.72382039
Snx20	11 out of 11	414.9685625	414.9685625	37.72441477
Evi2a	9 out of 11	415.3952995	415.3952995	37.76320905
Slc28a2	11 out of 11	415.4789482	415.4789482	37.77081347
Ncf4	9 out of 11	415.6876622	415.6876622	37.78978748
Lig1	11 out of 11	416.0539532	416.0539532	37.82308666
H2-Bl	11 out of 11	418.5096722	418.5096722	38.04633384
Acp5	9 out of 11	418.8833238	418.8833238	38.08030216
Gm4759	9 out of 11	418.9864493	418.9864493	38.08967721
Thbs2	7 out of 11	419.014807	419.014807	38.09225518
Ppa1	9 out of 11	419.1943779	419.1943779	38.10857981
Arhgdib	10 out of 11	419.4664743	419.4664743	38.13331585
Ppp2r5c	10 out of 11	419.4861294	419.4861294	38.13510267
Igsf6	10 out of 11	419.6446826	419.6446826	38.1495166
Fam107b	11 out of 11	419.8154479	419.8154479	38.16504072
Klra2	10 out of 11	419.9758562	419.9758562	38.17962329
Bcl2l15	9 out of 11	420.6807212	420.6807212	38.24370192
Prim2	11 out of 11	421.1817878	421.1817878	38.28925344
A530032D15Rik	9 out of 11	421.5592586	421.5592586	38.32356896
Gm8096	10 out of 11	422.4404805	422.4404805	38.40368005
Batf3	10 out of 11	422.8012308	422.8012308	38.43647553
Bak1	10 out of 11	423.4707372	423.4707372	38.49733975
Cdkn1a	9 out of 11	423.4856056	423.4856056	38.49869142
Pik3cg	11 out of 11	423.5041784	423.5041784	38.50037986
Klrg1	8 out of 11	423.7963765	423.7963765	38.52694332
Fxyd4	8 out of 11	425.4679461	425.4679461	38.67890419
Rhoh	9 out of 11	425.7595502	425.7595502	38.70541365
Trex1	10 out of 11	426.3856522	426.3856522	38.76233202
Tbc1d10c	9 out of 11	427.6393119	427.6393119	38.87630108
Cit	11 out of 11	428.2506514	428.2506514	38.9318774
Cpxm1	10 out of 11	428.2580455	428.2580455	38.93254959
Lsm11	11 out of 11	428.2616684	428.2616684	38.93287895
Lcp1	11 out of 11	428.3141757	428.3141757	38.93765233
Arhgap9	10 out of 11	429.026457	429.026457	39.00240518
Dnajc15	11 out of 11	430.8461375	430.8461375	39.16783068
Lat2	10 out of 11	431.055616	431.055616	39.18687418
Dera	10 out of 11	431.449932	431.449932	39.22272109
Sirpb1a	9 out of 11	432.2564561	432.2564561	39.29604146
Bcl2a1c	9 out of 11	432.9040979	432.9040979	39.35491799
Igf1	9 out of 11	432.9500284	432.9500284	39.35909349
Sept1	10 out of 11	433.3781659	433.3781659	39.39801508
Clec4a3	10 out of 11	433.9243187	433.9243187	39.44766534
Pmf1	11 out of 11	435.7185047	435.7185047	39.61077315
Rab8b	10 out of 11	435.7775765	435.7775765	39.61614331
4930422G04Rik	11 out of 11	436.0510669	436.0510669	39.64100608
Mmp13	9 out of 11	436.2134501	436.2134501	39.65576819
4930599N23Rik	10 out of 11	436.4731988	436.4731988	39.67938171
Cd84	10 out of 11	436.9103273	436.9103273	39.71912066
H2-T10	10 out of 11	436.9458567	436.9458567	39.72235061
D430020J02Rik	10 out of 11	437.3274103	437.3274103	39.7570373
Mcm7	10 out of 11	437.5269325	437.5269325	39.77517569
Ggt1	10 out of 11	438.6751021	438.6751021	39.87955474
Sytl3	10 out of 11	439.3970192	439.3970192	39.94518356
Casp3	11 out of 11	439.4336249	439.4336249	39.94851135
Mmp8	8 out of 11	439.5489787	439.5489787	39.95899806
1700122O11Rik	8 out of 11	439.884596	439.884596	39.98950873
Trpm2	10 out of 11	440.603532	440.603532	40.05486654
Lama1	8 out of 11	440.726886	440.726886	40.06608055
ENSMUST00000096862	10 out of 11	441.3240169	441.3240169	40.12036517
Nek2	11 out of 11	441.6279004	441.6279004	40.14799094
Ddx60	10 out of 11	441.8349859	441.8349859	40.1668169
Fcgr3	10 out of 11	441.8795978	441.8795978	40.17087252
Sirpb1b	10 out of 11	442.0217496	442.0217496	40.18379542
Trav5-4	10 out of 11	444.8260737	444.8260737	40.43873397
Adamts2	10 out of 11	445.2758743	445.2758743	40.47962494
Ppfia4	10 out of 11	445.4621613	445.4621613	40.49656012
Lrmp	11 out of 11	445.6877982	445.6877982	40.51707257
Col3a1	10 out of 11	446.4952953	446.4952953	40.59048139
1300002K09Rik	10 out of 11	447.170878	447.170878	40.651898
Gimap3	8 out of 11	447.7509646	447.7509646	40.70463315
Glrx	10 out of 11	447.8369852	447.8369852	40.7124532
Edem1	11 out of 11	448.3585066	448.3585066	40.75986423
Clec7a	10 out of 11	449.7655911	449.7655911	40.88778101
Brca2	11 out of 11	449.8405847	449.8405847	40.89459861
Laptm5	11 out of 11	450.0462675	450.0462675	40.91329705
Poc1a	11 out of 11	450.5828813	450.5828813	40.96208012
Supt3h	11 out of 11	451.6175987	451.6175987	41.05614534
Pkmyt1	11 out of 11	451.6605951	451.6605951	41.0600541
Sla	11 out of 11	452.8907019	452.8907019	41.17188199
5430427O19Rik	10 out of 11	452.9737813	452.9737813	41.17943467
Polq	10 out of 11	454.1054764	454.1054764	41.28231603
Mpeg1	10 out of 11	454.1300318	454.1300318	41.28454835
Ctss	10 out of 11	454.6651397	454.6651397	41.33319451
Rad18	11 out of 11	454.8400028	454.8400028	41.34909116
H2-Q10	10 out of 11	455.4726281	455.4726281	41.40660255
Soat2	9 out of 11	455.6721533	455.6721533	41.42474121
Lst1	9 out of 11	457.3376598	457.3376598	41.57615089
Kpna2	10 out of 11	457.4863877	457.4863877	41.58967161
Ccl20	10 out of 11	457.560897	457.560897	41.59644518
Sept6	10 out of 11	478.7788181	458.6671987	41.69701806
Prkcq	10 out of 11	458.8187319	458.8187319	41.71079381
Lax1	9 out of 11	459.5469003	459.5469003	41.77699094
Mmp10	7 out of 11	459.6239253	459.6239253	41.78399321
Cyth4	10 out of 11	460.812666	460.812666	41.89206055
Lime1	11 out of 11	461.2185636	461.2185636	41.92896033
Lrdd	11 out of 11	513.3134273	462.4779461	42.04344965
Gpr15	9 out of 11	463.1282998	463.1282998	42.10257271
Cngb3	7 out of 11	464.5627191	464.5627191	42.23297446
Fn1	10 out of 11	464.650612	464.650612	42.24096473
Rcc1	11 out of 11	464.901606	464.901606	42.26378236
Sash3	10 out of 11	465.0684856	465.0684856	42.27895324
Slc15a3	10 out of 11	465.2936437	465.2936437	42.29942216
Il2ra	9 out of 11	465.3951223	465.3951223	42.30864748
A2m	9 out of 11	466.9205941	466.9205941	42.44732673
Cdc7	11 out of 11	467.026899	467.026899	42.45699082
Zc3h12d	10 out of 11	467.503986	467.503986	42.50036237
9330175E14Rik	9 out of 11	469.1182457	469.1182457	42.64711325
AK018014	9 out of 11	470.5381601	470.5381601	42.77619637
9930013L23Rik	8 out of 11	470.6038442	470.6038442	42.78216765
Pola1	11 out of 11	471.8098089	471.8098089	42.89180081
Itgb7	10 out of 11	472.5001196	472.5001196	42.95455632
Hist1h4i	10 out of 11	476.1553629	476.1553629	43.28685118
Parvg	10 out of 11	478.4683603	478.4683603	43.49712367
Tlr1	10 out of 11	478.7420372	478.7420372	43.52200338
Tgm1	10 out of 11	478.8548669	478.8548669	43.53226063
AF251705	10 out of 11	479.5673174	479.5673174	43.59702885
Tuba1c	11 out of 11	480.5305088	480.5305088	43.68459171
Il12b	10 out of 11	480.9248397	480.9248397	43.72043997
Arrb2	11 out of 11	480.9498017	480.9498017	43.72270925
Prss22	10 out of 11	481.3526153	481.3526153	43.75932867
Lgals1	11 out of 11	482.0384501	482.0384501	43.82167729
Rnf213	11 out of 11	483.0754252	483.0754252	43.91594775
Clmp	10 out of 11	483.896042	483.896042	43.99054927
Was	11 out of 11	484.0319437	484.0319437	44.00290398
Klrd1	9 out of 11	484.5450755	484.5450755	44.04955231
Tnfrsf1b	10 out of 11	484.6709955	484.6709955	44.06099959
Nasp	11 out of 11	486.5538077	486.5538077	44.23216434
Mcm6	10 out of 11	486.8615608	486.8615608	44.26014189
Batf2	9 out of 11	487.8307717	487.8307717	44.34825197
Cxcl16	10 out of 11	488.0412296	488.0412296	44.36738451
Basp1	10 out of 11	490.3758159	490.3758159	44.57961963
Nlrc5	10 out of 11	491.3268245	491.3268245	44.66607495
Wfdc3	11 out of 11	491.35124	491.35124	44.66829454
Ccdc88b	11 out of 11	491.3659208	491.3659208	44.66962917
Tgtp1	9 out of 11	492.8672106	492.8672106	44.80611006
Zc3hav1	11 out of 11	493.3664912	493.3664912	44.8514992
Runx2	11 out of 11	493.4344273	493.4344273	44.85767521
Aadac	8 out of 11	493.6844712	493.6844712	44.88040647
Gimap5	11 out of 11	494.1641921	494.1641921	44.92401747
Gbp4	9 out of 11	494.5030157	494.5030157	44.95481961
Cmpk2	10 out of 11	494.9788045	494.9788045	44.99807314
Ifi27l2b	8 out of 11	495.3603233	495.3603233	45.03275666
Gla	10 out of 11	496.2271768	496.2271768	45.11156153
H2-T22	10 out of 11	496.5294758	496.5294758	45.13904326
Rnf19b	10 out of 11	497.1594698	497.1594698	45.19631544
Fkbp5	9 out of 11	497.2339424	497.2339424	45.20308568
Slfn3	10 out of 11	497.5339797	497.5339797	45.23036179
Impa2	11 out of 11	498.1091558	498.1091558	45.28265053
Apol7a	10 out of 11	498.1381103	498.1381103	45.28528275
A_51_P178411	11 out of 11	498.8400704	498.8400704	45.34909731
Prss16	10 out of 11	499.1390239	499.1390239	45.3762749
Nmral1	11 out of 11	500.5650877	500.5650877	45.50591706
Slc16a6	10 out of 11	502.9484497	502.9484497	45.72258634
Def6	11 out of 11	503.1487637	503.1487637	45.7407967
Oas1b	11 out of 11	504.1178316	504.1178316	45.82889378
Hpgds	9 out of 11	507.653808	507.653808	46.15034618
Kcnab2	10 out of 11	508.0443653	508.0443653	46.18585139
Pkn3	10 out of 11	508.0494935	508.0494935	46.18631759
Itgam	10 out of 11	508.7574355	508.7574355	46.25067596
Cxcl1	9 out of 11	509.3702844	509.3702844	46.30638949
Kif18a	11 out of 11	509.6808862	509.6808862	46.33462602
Cd7	10 out of 11	510.7245826	510.7245826	46.42950751
Mm.375686	9 out of 11	511.2798498	511.2798498	46.47998635
Il18rap	11 out of 11	511.3892786	511.3892786	46.48993442
Ptprc	11 out of 11	514.5660732	514.5660732	46.77873392
Syce2	11 out of 11	514.8918417	514.8918417	46.80834924
Hcls1	11 out of 11	515.3730141	515.3730141	46.85209219
Mm.327218	11 out of 11	515.5475556	515.5475556	46.8679596
Atad2	11 out of 11	516.7617903	516.7617903	46.97834457
Tnfrsf9	10 out of 11	544.5160646	517.0812223	47.00738385
3200002M19Rik	11 out of 11	517.66366	517.66366	47.06033273
Phf19	10 out of 11	518.2945679	518.2945679	47.11768799
Ifi47	10 out of 11	518.9914005	518.9914005	47.18103641
Ccr2	11 out of 11	519.2127548	519.2127548	47.20115952
Cd274	9 out of 11	519.4778459	519.4778459	47.22525871
Rtp4	11 out of 11	519.7231695	519.7231695	47.24756086
Bst2	11 out of 11	520.0488441	520.0488441	47.27716764
Padi2	11 out of 11	520.7229605	520.7229605	47.33845096
Trim30d	11 out of 11	522.6377694	522.6377694	47.51252449
Pla2g7	10 out of 11	523.9335248	523.9335248	47.63032044
Xlr4b	10 out of 11	524.3428089	524.3428089	47.66752808
Cenpl	11 out of 11	524.6329212	524.6329212	47.69390193
Havcr2	11 out of 11	524.7428327	524.7428327	47.70389389
Tube1	10 out of 11	525.6993766	525.6993766	47.79085242
Fam78a	10 out of 11	526.7670328	526.7670328	47.88791207
Apoc2	9 out of 11	526.8927276	526.8927276	47.89933887
Wfdc18	10 out of 11	527.2793903	527.2793903	47.93449003
Cd300lf	10 out of 11	528.6562094	528.6562094	48.0596554
Rfc4	11 out of 11	530.230661	530.230661	48.20278736
Uck2	11 out of 11	530.2792752	530.2792752	48.20720684
Mt2	9 out of 11	531.0911038	531.0911038	48.28100944
BC023105	8 out of 11	531.4515117	531.4515117	48.31377379
Tnfaip8l1	10 out of 11	532.387684	532.387684	48.39888036
Oasl2	9 out of 11	532.7586037	532.7586037	48.43260034
Psmb8	11 out of 11	532.8372333	532.8372333	48.43974848
Igtp	9 out of 11	533.3019528	533.3019528	48.48199571
Rasal3	11 out of 11	533.3131167	533.3131167	48.48301061
Med7	10 out of 11	533.3576545	533.3576545	48.4870595
Gzma	10 out of 11	533.4136979	533.4136979	48.49215436
Gbp3	10 out of 11	534.1803962	534.1803962	48.5618542
A_52_P368690	10 out of 11	534.1965396	534.1965396	48.56332178
Phgdh	11 out of 11	534.3893504	534.3893504	48.58085004
Tox	10 out of 11	534.6773248	534.6773248	48.60702953
Fcer1g	10 out of 11	534.8708115	534.8708115	48.62461923
Sema4d	10 out of 11	535.0427537	535.0427537	48.64025033
C130026I21Rik	11 out of 11	535.1564533	535.1564533	48.65058667
Ulbp1	11 out of 11	535.3857769	535.3857769	48.67143426
Gbp2	9 out of 11	536.3259938	536.3259938	48.75690853
Slc26a4	8 out of 11	537.9629322	537.9629322	48.90572111
Bora	11 out of 11	558.131978	538.0203585	48.91094168
Emr1	10 out of 11	538.3367167	538.3367167	48.93970151
Ptprcap	9 out of 11	540.6179683	540.6179683	49.14708803
Slc11a1	10 out of 11	542.2322819	542.2322819	49.29384381
Tcstv1	11 out of 11	543.4069973	543.4069973	49.40063612
Rfc5	11 out of 11	543.4831218	543.4831218	49.40755653
Gbp11	10 out of 11	544.1387886	544.1387886	49.4671626
Nefh	10 out of 11	544.3911268	544.3911268	49.49010244
Tmem173	11 out of 11	544.9795428	544.9795428	49.5435948
Gbp9	9 out of 11	545.2948134	545.2948134	49.57225576
Dok2	11 out of 11	546.5991093	546.5991093	49.69082812
Dppa3	9 out of 11	546.9989417	546.9989417	49.72717652
Rinl	10 out of 11	547.7444684	547.7444684	49.79495167
Clca2	9 out of 11	549.2581466	549.2581466	49.93255879
Gpr55	10 out of 11	549.2987196	549.2987196	49.93624724
S100a14	8 out of 11	549.806316	549.806316	49.98239237
Nxpe5	10 out of 11	549.9771928	549.9771928	49.99792662
Prr11	10 out of 11	550.2181405	550.2181405	50.01983096
Selplg	11 out of 11	550.6022494	550.6022494	50.05474994
Ung	10 out of 11	551.9351261	551.9351261	50.17592056
H2-Q8	9 out of 11	551.9403813	551.9403813	50.1763983
Eomes	9 out of 11	552.1964708	552.1964708	50.19967917
A430084P05Rik	11 out of 11	552.205507	552.205507	50.20050064
Ptger4	11 out of 11	552.7590898	552.7590898	50.25082635
Zdhhc2	10 out of 11	553.8467635	553.8467635	50.34970577
Dsn1	11 out of 11	555.2323233	555.2323233	50.47566575
Gpnmb	9 out of 11	556.098232	556.098232	50.55438472
Grap2	10 out of 11	556.8789001	556.8789001	50.62535455
Ly9	11 out of 11	558.2044211	558.2044211	50.74585646
Panx1	11 out of 11	558.9393588	558.9393588	50.81266898
Mefv	9 out of 11	561.914206	561.914206	51.08310963
Xaf1	11 out of 11	563.3430459	563.3430459	51.21300417
Mmp14	10 out of 11	563.626638	563.626638	51.23878527
Bcl2a1b	11 out of 11	567.5776603	567.5776603	51.59796912
Rrm1	11 out of 11	568.0941014	568.0941014	51.64491831
Gbp8	10 out of 11	568.3859766	568.3859766	51.67145242
Mafb	10 out of 11	569.5988425	569.5988425	51.78171295
Zbtb32	10 out of 11	570.2846829	570.2846829	51.84406208
4930427A07Rik	11 out of 11	571.9877361	571.9877361	51.9988851
Cotl1	11 out of 11	572.2465088	572.2465088	52.02240989
Tnfrsf4	11 out of 11	572.5185333	572.5185333	52.04713939
Dut	11 out of 11	574.7056274	574.7056274	52.24596613
Gng2-ps1	11 out of 11	575.816787	575.816787	52.34698064
Fcgr2b	10 out of 11	577.0026903	577.0026903	52.45479002
Ly86	11 out of 11	577.109859	577.109859	52.46453264
Amica1	11 out of 11	578.0861811	578.0861811	52.55328919
1500009L16Rik	11 out of 11	579.1371031	579.1371031	52.64882756
Cd27	10 out of 11	579.2176456	579.2176456	52.6561496
Ccna1	11 out of 11	579.8083775	579.8083775	52.7098525
2810442I21Rik	11 out of 11	580.0156146	580.0156146	52.72869224
Plac8	11 out of 11	580.1356558	580.1356558	52.73960507
Prim1	11 out of 11	580.5818539	580.5818539	52.78016854
Gramd3	11 out of 11	580.8363464	580.8363464	52.80330421
Stat4	10 out of 11	582.0869562	582.0869562	52.91699601
Cd160	10 out of 11	582.2513846	582.2513846	52.93194405
Ipcef1	11 out of 11	583.1594542	583.1594542	53.01449584
Gng2	11 out of 11	583.1728351	583.1728351	53.01571228
Whsc1	11 out of 11	585.3529367	585.3529367	53.21390334
Glipr2	11 out of 11	585.3581059	585.3581059	53.21437326
Tap1	10 out of 11	585.8811422	585.8811422	53.26192202
Ttc39b	11 out of 11	586.1275118	586.1275118	53.28431925
Arhgef39	11 out of 11	586.62647	586.62647	53.32967909
Clec4e	9 out of 11	586.9960092	586.9960092	53.36327356
Ticrr	10 out of 11	587.1155586	587.1155586	53.37414169
Itga4	11 out of 11	587.1383454	587.1383454	53.37621322
Hcst	11 out of 11	587.8947856	587.8947856	53.44498051
Slamf6	11 out of 11	588.0398166	588.0398166	53.45816515
Dhfr	11 out of 11	589.7639796	589.7639796	53.61490724
AI662270	10 out of 11	590.8305085	590.8305085	53.71186441
Trim59	11 out of 11	591.2656122	591.2656122	53.75141929
Car13	10 out of 11	591.9622579	591.9622579	53.81475072
Rab37	11 out of 11	592.1631457	592.1631457	53.83301324
Lgals3bp	11 out of 11	592.316885	592.316885	53.84698955
Fcho1	11 out of 11	593.3612422	593.3612422	53.94193111
Col1a1	10 out of 11	594.5879782	594.5879782	54.05345256
Irgm1	10 out of 11	594.6444511	594.6444511	54.05858647
Col5a2	10 out of 11	594.6716818	594.6716818	54.06106198
Phgr1	8 out of 11	596.764374	596.764374	54.25130673
Socs1	10 out of 11	596.8617459	596.8617459	54.26015872
Mlkl	10 out of 11	597.852614	597.852614	54.35023764
Has2	8 out of 11	597.9276134	597.9276134	54.35705577
Diap3	11 out of 11	598.2882888	598.2882888	54.38984443
Prm1	9 out of 11	599.0894452	599.0894452	54.46267683
Il1r2	10 out of 11	599.8273249	599.8273249	54.5297568
Spn	10 out of 11	600.2328089	600.2328089	54.56661899
Lcn2	10 out of 11	600.5696745	600.5696745	54.59724314
Vcan	9 out of 11	601.5878315	601.5878315	54.68980287
Usp18	11 out of 11	602.0333715	602.0333715	54.7303065
Il1rn	10 out of 11	602.8320397	602.8320397	54.8029127
Siglec1	11 out of 11	603.3411445	603.3411445	54.84919495
Apobec1	10 out of 11	605.1605444	605.1605444	55.01459494
Mcm3	11 out of 11	605.2139362	605.2139362	55.01944875
Fen1	11 out of 11	605.3284503	605.3284503	55.02985912
Pole2	11 out of 11	605.9501895	605.9501895	55.08638087
Ripk3	11 out of 11	606.5282057	606.5282057	55.13892779
Ptpn7	11 out of 11	607.5604617	607.5604617	55.23276924
Herc6	11 out of 11	608.8370584	608.8370584	55.34882349
Hist3h2a	11 out of 11	632.1433444	608.8377214	55.34888377
Ccne2	11 out of 11	609.7306042	609.7306042	55.43005492
Cd52	11 out of 11	609.9993557	609.9993557	55.45448688
Trbv1	11 out of 11	610.5057063	610.5057063	55.50051875
AK017340	11 out of 11	611.1904894	611.1904894	55.56277177
Gpr68	10 out of 11	611.5390196	611.5390196	55.59445633
Cd86	11 out of 11	612.2143989	612.2143989	55.65585444
Trim30a	11 out of 11	612.8554799	612.8554799	55.71413453
Pyhin1	11 out of 11	613.7706077	613.7706077	55.79732797
Cd3e	11 out of 11	614.6474866	614.6474866	55.87704424
Klrc2	10 out of 11	616.0429083	616.0429083	56.00390076
Ezh2	11 out of 11	617.5238598	617.5238598	56.13853271
Cd96	10 out of 11	620.3081882	620.3081882	56.39165347
Gzmc	9 out of 11	620.5963266	620.5963266	56.41784787
Clec4a2	10 out of 11	620.9630884	620.9630884	56.45118985
H2afx	11 out of 11	620.9953053	620.9953053	56.45411867
Plk4	11 out of 11	621.1493152	621.1493152	56.46811957
Ncaph	11 out of 11	621.5794746	621.5794746	56.50722497
Mcm2	11 out of 11	622.5233707	622.5233707	56.5930337
Dck	11 out of 11	622.9422973	622.9422973	56.63111794
Atp8b4	11 out of 11	623.0834435	623.0834435	56.64394941
Batf	11 out of 11	623.2877593	623.2877593	56.66252357
Wdhd1	11 out of 11	623.7531385	623.7531385	56.70483078
Ifit3	10 out of 11	624.4414289	624.4414289	56.76740263
Rad54l	11 out of 11	625.3757776	625.3757776	56.85234342
Gm4951	9 out of 11	627.35797	627.35797	57.03254273
Darc	10 out of 11	627.4623025	627.4623025	57.0420275
Fancd2	11 out of 11	627.7708987	627.7708987	57.0700817
Tgfbi	10 out of 11	628.1301235	628.1301235	57.1027385
Sfrp1	10 out of 11	630.2224144	630.2224144	57.29294676
A_52_P653054	10 out of 11	630.5546553	630.5546553	57.32315048
BC030867	11 out of 11	631.0822184	631.0822184	57.37111077
Cd48	11 out of 11	631.778493	631.778493	57.43440846
Phf11	10 out of 11	632.4518048	632.4518048	57.49561862
Vav1	11 out of 11	634.2458284	634.2458284	57.65871167
Mybl2	10 out of 11	634.8670198	634.8670198	57.71518362
Slfn2	11 out of 11	636.2026404	636.2026404	57.83660368
Gm14446	11 out of 11	637.3611327	637.3611327	57.94192115
Gbp5	9 out of 11	640.0804023	640.0804023	58.18912749
Anln	11 out of 11	641.2105302	641.2105302	58.29186638
Chaf1a	11 out of 11	641.3551696	641.3551696	58.30501542
Cdt1	11 out of 11	641.489448	641.489448	58.31722254
